id,name,description
"3c488ae2-0031-48f9-92e3-3bbe612e161a","Riding boots","Simple riding boots below the knees tightly encircle the shins and ankles and give the rider confidence in controlling the horse."
"3c78b620-ca94-11e1-9b23-0800200c9a66","Horse meat","It is well known that eating horse meat is not recommended and it should only be eaten in case of extreme emergency\, if there is nothing else to soothe your stomach."
"3c9c621e-f4cc-4057-bb93-e5665b87452a","Work headscarf","A work scarf hides the hair and protects it from dirt. According to the custom of the time\, married women should not appear in public without their hair covered."
"3cb71922-2eb2-42cd-8be0-c98831a36756","Sketch – Horseman's pick","The horseman's pick is a light riding axe with a spike. Used correctly\, it's a good friend in a pinch. Its sharp point can cut through armour\, its blade through any shield."
"3cb76456-51fb-4c9b-a56f-ed2836e8ad71","Painter's Guild knight shield","A guild shield. The three bowls of paint are a well-known symbol of the Kuttenberg painters who decorated knights' shields and painted the frescoes in the royal palace."
"3ccd2b58-f0c5-4148-a671-7d6ca024d22e","Felt cap","A simple felt cap without a hem covers only the top of the head."
"3cd47919-2e3b-4f47-ab95-df8456d12efb","Frilled dress","A frilly\, tight-fitting dress with a raised skirt tip coquettishly revealing the petticoat are coming into fashion especially in cities."
"3cea4901-cce2-4582-b4a0-c208df45cd53","Aketon short","A quilted coat sewn to the best fit\, so it is great to wear and does not restrict movement. An excellent soft layer under other types of armour."
"3d03fd46-32cb-4a9c-a7a1-f159a5f926d0","Noble's gauntlets","Fingered guantlets made in brigandine style\, i.e. by layering lamellae and riveting them to the leather base. The division of the glove into individual fingers does not restrict crossbow loading or archery."
"3d0538f2-85bd-4957-90e3-ebda66fbe67d","The Art of the Sword IV","A skill book on Sword combat. Can be read from level 15 of this skill."
"3d0589c0-7949-468d-a781-4b373a9c0d74","Knight's waffenrock","The Waffenrock is a loose outer garment\, usually linen\, worn over armour. It carried the colours of the lord\, town or ruler the wearer bore allegiance to\, and as such was the precursor of the military uniform. It also protects its wearers armour from dust and harsh sun."
"3d3022c9-09d3-44ca-b647-d20e8c786b59","Letter from von Aulitz's wife","A short letter from the wife of Markvart von Aulitz."
"3d4d4f2f-b6bd-4018-b0cf-1b3b1a4a4f93","Suchdol pavese","A riding pavese with the symbol of Lord Pisek\, owner of the Suchdol fortress."
"3d5708c2-65a2-433e-9792-03c3cbb5c14d","Half plate legs","Partial leg protection\, coverinng only the thighs and knees of its wearer who\, for some reason\, decided to save on armour cost. One should think twice whether this is a good idea\, though."
"3d5a0649-a046-4eb6-9ca9-8ed9315f0622","Pointy cap","A simple pointed cap with a narrow crepe is an interesting fashion choice even for less affluent people."
"3d64562f-8f1f-418f-a332-c2c735522c91","Noble's hood","Once you are noble\, you must make sure that your manners match it. It's impossible to walk like a peasant! Only the finest worsted wool\, well cut and carefully stitched\, is really good enough to adorn your noble shoulders."
"3d87d944-f57c-4c66-ad90-12145784ed3c","Weapon stub","The remains of a weapon. It used to be useful\, now it's useless."
"3d9aebf4-1a5e-466c-a19a-67cae4788848","Italian Court Armoury key","Key to the armoury of the Italian Court."
"3db1577f-aae2-4fcb-85bc-5fcc20a0cd15","Ladies shoes","Women's embellished leather shoes with a sharp toe. They are worn mainly by bourgeois and noblewomen."
"3db25e6e-dfe2-4b06-a079-80e6064073c4","Antler shards","Antler pieces\, most likely the remnants of a much more formidable hunting trophy. They can be sold or used to mix potions."
"3dd388f6-6e77-433a-ab12-a4b2dd5d5df3","Rosa's manuscript","A book of short stories secretly written in Lady Rosa's hand. The last part is our work together."
"3dd43c63-5ce0-49b4-9efd-db94895aaf50","Surcoat","A surcoat is an outer dress with wide armholes\, revealing the lower layer of the garment. Evil tongues claim that such a cut attracts inappropriate attention. Perhaps because of this\, it is very popular."
"3e066250-57a6-408e-b125-28269d8f3f7c","Miner's tunic","Short linen tunic with a simple miner's shirt for working in the mines."
"3e09f4df-d90c-4a67-8741-b17d99232e49","Ladies shoes","Women's embellished leather shoes with a sharp toe. They are worn mainly by bourgeois and noblewomen."
"3e0d0c80-1476-41a4-a414-562e96b19452","Letter to unknown servant","A letter to an unknown servant\, who clearly can read."
"3e0e1606-ece2-4b25-953e-d15f25b5fad5","Work dress","An ordinary dress designed for daily wear in domestic and agricultural work. The apron is a typical accessory of a housewife or a maid."
"3e38f85f-a229-4a55-8b45-6ce9bb1d98d8","The Czech Campaign to Lombardy I","The first part of the glorious deeds that the Czech warriors distinguished themselves with at Milan."
"3e41dacc-9864-4d09-ac51-ae427800c03a","Scaled skullcap","One-piece helmet of plain cut designed for plain squires."
"3e49c0cb-1c91-4aba-9e2c-985f666283f9","Pepper","Those who can't afford it don't need it; those who can likely pay handsomely for it. Pepper comes from far eastern countries and is brought over by merchants on their rickety ships."
"3e4e1ae1-ceab-47b5-b398-e9e49446f10c","Surcoat","A surcoat is an outer dress with wide armholes\, revealing the lower layer of the garment. Evil tongues claim that such a cut attracts inappropriate attention. Perhaps because of this\, it is very popular."
"3e54bbb5-6c17-488a-a41b-06f36b83b434","Miner's tunic","Short linen tunic with a simple miner's shirt for working in the mines."
"3e5b1f60-2ade-4db5-a345-77e0dec9f3db","Burgher coat","A burgher overcoat made of fine fabric with rich embrodiery and decorated buttons."
"3e63ce59-84b0-4220-870e-0c185892d1d4","Tall kettle hat","A pointed helmet with a broad brim and a spinning torse in the colours of the lord or city in whose service the wearer fights. The kettle hat is made of a single piece of sheet metal\, making it slightly lighter and more durable to all slashing and crushing blows."
"3e6a1958-38f7-4191-9391-91ca91735eea","Gotzlin's chest key","The key to Gotzlin's chest that he gave me as a reward."
"3e892401-2410-4d20-ab4c-896e031303f0","Work scarf","A work scarf is worn tightened around the head and tied in a knot at the back of the head."
"3e8f0ea1-2d2f-4d2b-9d65-1137dd3f170e","Fitted coat","A fitted coat made of good fabric with a wider skirt will make its wearer look good in any better company."
"3ea25acd-bcaf-4074-9472-1142976c9970","Sketch – Noble's hunting sword","The hunting sword – originally made for hunting wildlife\, nowadays often carried by wealthy burghers\, as they aren't allowed to carry a noble's sword at their side."
"3ea90725-e61b-4822-a94d-ab0b65d8f0b4","Silesian cap","Scooped cap of linen cloth or felt with a wide raised hem\, split in two at the front. Especially popular north of Bohemia."
"3ed5c65b-39fd-4552-9af5-8252aefee1b9","Scapular with saint","A tiny pendant\, usually worn around the neck or wrapped around the wrist\, is associated with praising of the Virgin Mary and other saints."
"3edb6ed3-6fef-4f7a-9ded-e0a842dce10e","Painted pavese","A skillfully painted riding pavese."
"3eeff16e-c667-414e-a6a6-9c015cf4e44f","Copies of the poems of Margrave Prokop","Florian's copies of the verses of Margrave Prokop of Luxembourg from his captivity in Pressburg."
"3f016165-3daa-44ca-a4f5-c1c3f58240a8","Frilled dress","A frilly\, tight-fitting dress with a raised skirt tip coquettishly revealing the petticoat are coming into fashion especially in cities."
"3f1553ae-e22d-4472-93e4-caaf782a166e","Hose loose","Only nomads and Hungarian horsemen wear such strangely frilled trousers wrapped tightly around their calves."
"3f208d28-ef2b-4308-9b5e-2112dd2d7299","Order of the cross knight shield","A battle shield made of wooden planks joined glued together and covered with raw cowhide. Usually its outer side is decorated with the coat of arms of the lord or other symbol by which the warriors can recognize each other in the heat of battle."
"3f31f6fd-e150-4564-80a5-2a9d1ed7dd6b","Magdeburg plate arms","Protection of the whole arm and forearm by precisely fitted metal plates. The armour is decorated with brass and artistic ornaments."
"3f45bb8e-f190-42b4-a2fb-4f3392d47c7c","Chicken coop key","Key hidden in a chicken coop in Mesoles."
"3f4bef68-78ba-4668-8f42-15cec497c0d2","Painted pavese","A skillfully painted riding pavese."
"3f4dbb92-5d5b-44cf-a7b6-59581aef391e","Three-legged cup","The three-legged cup is really hard to drink from\, but it makes you look like you're consuming a mystical elixir."
"3f5426ab-1364-46f9-9b3c-c84e1654a441","Found horseshoe","Finding a horseshoe on the ground is said to be a very lucky sign. Especially if I've lost it myself before."
"3f5dc1aa-ae52-4760-a466-0ebac0d483ed","Couters with rondel","Simple elbow pads with round rondels. Unless one can afford better armour\, every protection counts."
"3f72f25b-8763-4434-bec7-a2640057ad1e","Hunting coat","A simple hunting coat allows its wearer freedom of movement and sufficient comfort when wandering after prey."
"3f8a55d6-5b3a-4b58-b88b-007560f6dc02","Heater shield","A shield made of wooden planks glued together and covered with thin rawhide. These shields are usually decorated with the coat of arms of a lord\, noble family or city."
"3f8d9377-29d6-425d-9843-ed9b9af4d52b","Festive dress","A buttoned dress with a long skirt is the ideal garment for formal occasions\, both for bourgeois and wealthier village women."
"3fb953ff-bf19-431e-a20c-5600d6d69b96","Ornate tin pitcher","Drinks served from pewter dishes taste a little strange\, but the pitcher sparkles and that's all that matters!"
"3ff4015d-170c-415c-99e4-a03b94c63b96","Broken shield","The remains of the shield. Good as firewood."
"40011bb3-7e8c-46bc-bf75-60f75e3dc0ec","Burgher's shoes","Tall leather boots with lacing and raised toe. They are popular especially among wealthy burghers."
"401266f6-ffb4-4ad0-a8e1-4a3cb3edab3e","Heater shield","A shield made of wooden planks glued together and covered with thin rawhide. These shields are usually decorated with the coat of arms of a lord\, noble family or city."
"40237d19-ed2f-4fe1-8924-76e2a2854f34","Engraved silver ring","Such a precious ring is intended for noble lords and prelates. A poor person should be careful not to get the noose for selling it."
"402f6fc6-147e-487b-8024-19e8d3ffb5b6","Weapon stub","The remains of a weapon. It used to be useful\, now it's useless."
"40328711-ad16-4dd6-9823-456e02a1e04a","Servant's hood","Plain and poorly tailored\, but it protects perhaps more than the best wool. For everyone can see at a glance that the wearer is in the service of his master. And a servant can only be kicked with impunity by his master\, no one else!"
"4032f9a9-a779-4575-bfcb-bfeb80601f35","Cleric habit","A habit\, or long\, single-coloured outer robe of coarse cloth\, is worn by priests and monks. Besides the shaved tonsure on the head and the bare\, beardless face\, it is a clear mark of a cleric."
"40337bef-e965-4a60-abee-695e9a784fa4","Hunting bolt","A bolt suitable for hunting game."
"403db8bc-649a-4b10-9385-01275b96f141","Bavarian plate legs","A leg protection consisting of forged plates of sheet metal suitably fit together. Such armour protects the warrior's entire leg\, but its weight depends on the craftsmanship of the maker."
"403e5b2c-d3bf-4fa4-918f-f28528835f29","Broken shield","The remains of the shield. Good as firewood."
"40411559-a4bc-44e7-8f2e-8d4d510426e5","Golden chalice","I'll just have one cup and go."
"406fd171-acc1-4289-bf8d-cfc4b1ee54fe","Excerpt from the Legend of Christianus","About the miracles born from the remains of St. Wenceslas."
"40700938-bd53-480d-80c3-2820ed3b5380","Short gambeson","A quilted combat coat made of several layers of plain linen. Can be worn alone or as a basic soft layer under other types of armour."
"40727421-485b-4fff-8608-a4096e016500","Innkeeper tunic","A linen tunic is an essential part of any outfit. The innkeepers also wear a working linen apron around their waists."
"40732042-069f-441b-a6c8-6ca46c8c483e","Round cap","A simple round cap is popular especially among the bourgeoisie."
"407d0b00-9517-45c5-9d87-63895ed72dd0","Milanese brigandine","Composite armour according to an Italian tradition. It is actually a fake plate cuirass sewn into cow leather. Its arched belly disperses blows better than ordinary lamellae. The armour is also fitted with a wide skirt at the bottom\, so that it covers the knight's groin."
"4088957e-d7f7-4cd9-aff9-996745340a35","Canzoniere","A collection of poems by Petrarch."
"4088cfbd-c7cc-46ba-9e68-8db8815932e3","Cooked onion","A nice onion can improve any dish."
"408b6a4a-b430-4cf0-bafc-abb35935a09c","Florian's silver ring","The silver ring of Knight Florian Lomnicz\, which he received from a young lady as a token of her favour."
"4092572e-a62e-44b2-bbff-c1faa4f9caed","Noble's sword","A sword for the noble and those who think they can pass themselves off as such. Its beauty slightly exceeds its combat qualities\, but it is still a superb weapon."
"4095a5c2-cdc0-4c86-8627-0c2646f75c3e","Beggar's shirt","A short linen tunic\, dirty and ragged that only a beggar would wear it."
"4099e298-3599-498b-942a-76716447c100","Plain troubadours' hose","These colourful hose are worn by troubadours\, jesters and generally eccentric people who like to play pranks on others."
"40a13121-6fb3-40f4-91f4-a275a3a2c67b","Mustard","A rare spice from the southern lands."
"40abb1e6-7131-4eee-88a6-c7901ea0aa74","Brigandine gauntlets","Finger gloves composed of small slats riveted to the leather and completed with a buckle\, so they fit like a glove. Compared to gloves made of cloth\, they last a little less\, but they are lighter and fit better."
"40b0ff59-7db2-4c16-bf66-253853a34344","Noble's hunting sword","The hunting sword – originally made for hunting wildlife\, nowadays often carried by wealthy burghers\, as they aren't allowed to carry a noble's sword at their side."
"40d7047d-65c6-4e34-8ba0-ff8ca75d7f48","The Art of the Sword II","A skill book on Sword combat. Can be read from level 5 of this skill."
"40dabf61-4728-45a7-8189-4c254f5e9dc9","Noble gambeson","Exquisitely tailored and fitted noble coat made of precious fabric designed as a soft undercoat for chainmail armour and plate armour."
"40e261ff-e784-446d-ab36-6d25bec8f1b5","Hunting cap","A hat of unmistakable pointed shape with a decorated hem is the pride of every good hunter. Its colourful shades guarantee that no one will mistake you for prey in the woods."
"4100b239-1aaa-4d02-bb5e-1bff01948ace","Basics of Philosophy","A very worn and battered tome. Can be read from level 10 of the Scholarship skill."
"4100eb21-1784-40ac-997e-fb3bf9bca9fa","Colourful headscarf","A colorful scarf will keep not only the hair off your forehead\, but also a bit of coin. Sometimes it can also serve as a gift for a loved one."
"410eca70-a174-404b-8ed6-edcc2137206b","My dream diary","A diary of dreams of Otto von Bergow."
"410ee66c-ee38-4d67-9a93-ac1ec288f89c","Nuremberg plate gauntlets","Full arm and forearm protection made of precision-forged and perfectly aligned metal plates. The armour is decorated with brass lining on the edges. It is named after the famous armour workshops in Nuremberg\, Germany\, where it may have originated\, but is now commonly made in other cities."
"412c3109-9030-4d83-ba93-22292e296162","Riding waffenrock","The Waffenrock is a loose outer garment\, usually linen\, worn over armour. It carried the colours of the lord\, town or ruler the wearer bore allegiance to\, and as such was the precursor of the military uniform. It also protects its wearers armour from dust and harsh sun."
"412d7d1e-a940-4298-b1d4-5c336a2c5911","Scribe's message","A piece of paper from the scribe Erazim posted next to his door at Trosky."
"41317002-bab9-4914-8e1d-537e339229af","Weapon stub","The remains of a weapon. It used to be useful\, now it's useless."
"417d64bd-3df0-4d98-9df1-bda691f36fc8","Burgher's hood","There's an unwritten rule. Burghers are not to play the nobleman and definitely prefer good worsted wool to brocade. But what of it? When you have money\, you have to show it\, don't you?"
"41ab85d7-3f84-4344-9cca-f5ad825a44fc","Lords of Leipa heater shield","A shield made of wooden planks glued together and covered with thin rawhide. These shields are usually decorated with the coat of arms of a lord\, noble family or city."
"41acaacc-6a6d-4520-968c-329ac41054ad","Cooked wolf heart","Wolf heart may be useful for some evil sorcery\, but a true Christian should not eat such a thing even if he were starving."
"41f20deb-383d-455b-8d8e-fa31f9c783e6","Broken shield","The remains of the shield. Good as firewood."
"41f61fe6-c890-4b56-ab59-54492f6b62ec","Village elm bow","A homemade stronger bow made of elm. Elm wood is flexible and hard to split\, so it is excellent for making very precise bows."
"42132ae1-c9d7-4554-92c3-eb26b0aad12c","Simple hose","A long hose are a staple of men's clothing. The simple countryman\, however\, does not look for beauty\, but mainly to keep the wind off his knees."
"4213ef1d-1a8a-4a7b-b89c-4c996679baed","Beggar's shirt","A short linen tunic\, dirty and ragged that only a beggar would wear it."
"421599c3-d048-456a-9e32-ea801d97f7e2","Noblewoman's cotehardie","A light outer jacket\, popular among wealthy burghers and noblewomen. It is commonly adorned with pendants\, decorative buttons and embroidery. Long\, flared sleeves are also in vogue."
"42206555-6ba9-4de3-95df-5d70c85c5042","Hauberk long","A long\, chainmail shirt with sleeves covering the arms and forearms."
"4223fd8e-e88e-47c9-a9f8-886e1086e281","Fastened waffenrock","The Waffenrock is a loose outer garment\, usually linen\, worn over armour. It carried the colours of the lord\, town or ruler the wearer bore allegiance to\, and as such was the precursor of the military uniform. It also protects its wearers armour from dust and harsh sun."
"42346c85-9142-4511-996e-72a063ea69b7","Broken shield","The remains of the shield. Good as firewood."
"4240311f-d0ba-4d01-be4e-685cc75d1d4f","Shoe soup","Tastes like a boot sole."
"425f69bc-3d23-48b4-b823-073823fa4c7c","Ordinary coat","An overcoat of traditional cut from regular fabric\, buttoned at the neck. It is available to villagers and burghers as well."
"4271804c-f39d-432b-a859-6aae4c56daa6","Women's hood","A women's hood covers the head\, chest and shoulders. It protects from the cold and unwelcome stares."
"42a353f0-2794-4444-9a98-b2c6a7f98671","Hunting coat","A simple hunting coat allows its wearer freedom of movement and sufficient comfort when wandering after prey."
"42b7de5a-fb21-4650-b896-c0e9ec7d4aaa","Gallant coat","Unbuttoned at the neck\, sleeves rolled up... This is how every good jester who knows how to enjoy life wears his coat. Many a maiden and married woman looks back at it in secret and then has to examine her conscience in church."
"42e54d97-6e63-4e50-a09d-325ef4dd2286","Weak Bane poison","Makes running impossible and reduces Health by 110 in 60 seconds. More suitable for poisoning cooking pots than applying to weapons."
"42ec210a-7603-456f-afb4-9b9ebe3f66ee","Knight shield","A battle shield made of wooden planks joined glued together and covered with raw cowhide. Usually its outer side is decorated with the coat of arms of the lord or other symbol by which the warriors can recognize each other in the heat of battle."
"4306e2d9-f09b-444a-b05d-79c55449ef46","Strip die","Legend has it this die will help you undress many a wench."
"43225a23-21fb-476a-916a-2becef0f4bf0","Noble laminar hands","Excellent full arm protectors composed of sheet metal parts and supplemented by laminar shoulder pads."
"4326bea5-c4c2-4ea5-a7d7-6bc591a7009d","Bascinet with aventail","A helmet called a bascinet with a wide chainmail aventail that protects the neck and shoulders of the warrior."
"4329e12c-6e55-4419-8651-8f649318d311","Women's hood","A women's hood covers the head\, chest and shoulders. It protects from the cold and unwelcome stares."
"432de2b5-9717-4165-9088-ebbc1083b1ad","Horschan mines account ledger","Copy of the account ledgerof the royal mines in Horschan."
"432e5851-e789-4485-b2d5-3e878c626682","Weapon stub","The remains of a weapon. It used to be useful\, now it's useless."
"432f22d2-b7cb-45d6-9866-216ac34cc1c5","Victoria's scarf","A nicely decorated piece of good fabric."
"4337c61e-987b-4771-be95-e77aadf36f29","Broken shield","The remains of the shield. Good as firewood."
"433ad7d6-cdc0-4dda-94d4-71d4ca4cc68c","Margaret's gold ring","The gold ring that Margaret gave me as a pledge. It originally belonged to her mother."
"435331ad-edbb-4007-9738-3a81d7ea39c0","Miner hose","These aren't just any pants. These express their owner's affiliation with a respected craft and are therefore properly worn out from an honest work."
"435fca15-3125-4d45-b8c9-eb09694e22f3","Frilled cap","A frilled round cap with a raised hem\, decorated with a simple brooch\, it is popular in towns and fortresses."
"436e4431-9c0b-41fb-a15d-9f534c16ebec","Fur-lined hat","A fur-lined hat is favourite among the sholars andwise doctors."
"4375dd38-ef7b-4453-8bdc-ae24dd69154b","Festive dress","A buttoned dress with a long skirt is the ideal garment for formal occasions\, both for bourgeois and wealthier village women."
"43778a4a-03a8-4e88-8ac1-e7a9310c0bec","Broken shield","The remains of the shield. Good as firewood."
"43817982-b3f3-4df6-93bb-cc0d7f0eb4d8","Merchant's coat","A simple merchant's coat with a flare and a wider skirt. It is intended to convey the traditional impression of the wearer's trustworthiness and wealth."
"438298f9-3657-4fce-8052-a7f393cba29e","Magdeburg plate arms","Protection of the whole arm and forearm by precisely fitted metal plates. The armour is decorated with brass and artistic ornaments."
"43935b1e-f547-4a2d-b286-73e03b462809","Life in the Saddle II","A skill book on Horsemanship. Can be read from level 5 of this skill."
"43d4f735-1fd5-4d87-b2bc-1e2c81c266a3","Frilled cap","A frilled round cap with a raised hem\, decorated with a simple brooch\, it is popular in towns and fortresses."
"43e66d17-75e5-4832-a511-48c77b8d4cb3","Cooked venison","Preparing venison is a lengthy process\, but the taste is worth it."
"43eab5d6-dc99-494e-90fe-48f8c91b01d3","Hemmed waffenrock","The Waffenrock is a loose outer garment\, usually linen\, worn over armour. It carried the colours of the lord\, town or ruler the wearer bore allegiance to\, and as such was the precursor of the military uniform. It also protects its wearers armour from dust and harsh sun."
"43ee0517-5498-4d41-8d84-d99396ee427b","Gartered hose","A long hose are a staple of men's clothing\, but garters are worn only by the nobility\, wealthy bourgeoisie or various freedmen. Nothing for the common peasant."
"43f25763-bdbd-4e22-a946-722e2fd156c4","Simple brigandine","Folded armour made up of a number of forged plates hammered side by side under a leather vest of good cowhide. A well-made brigandine has the individual plates folded so that they overlap slightly. Compared to a plate cuirass\, it is a little cheaper to make\, but still a very expensive part of a warrior's armour."
"43f9b16e-c585-4b5d-9ab7-c9d04241a0bc","Gartered hose","A long hose are a staple of men's clothing\, but garters are worn only by the nobility\, wealthy bourgeoisie or various freedmen. Nothing for the common peasant."
"440a54d0-5413-4e4e-9fec-8726cf4f8a20","Painted pavese","A skillfully painted riding pavese."
"440bb296-a04a-414e-8928-be00305f1df7","Maleshov chambers key","Key to the noble chambers in the Maleshov fortress."
"440f40a1-d02b-4dd0-b977-49fa0972f4c1","Broken polearm","The rest of a polearm weapon. Just add a bucket for a head\, some old rags\, some other junk for hands\, and instead of villains\, the poor pole will be scaring away crows in the field."
"4427fdcc-52fa-4ce4-8980-bf9de7fc8811","Coat of arms surcoat","An overcoat of traditional cut\, designed especially for the subjects and the army\, is decorated with Kuttenberg symbols."
"4446bc26-efff-4117-b4f5-19ee9045847d","Pork","There are many ways to prepare pork. Just be careful not to burn it or undercook it!"
"444a846d-c5ab-4a57-b763-f1e625a5b4dd","Common ladies shoes","A common ladies leather shoes with a round toe\, also known as crocs. They are worn by women and girls from the whole society."
"444ea7e1-cd53-40b0-8523-3b671379462a","Stolen shoe","Some write poems out of love\, others steal shoes…"
"445446b3-ebe4-4040-a3db-050b9500245c","Simple headband","Coloured or embroidered strips of fabric or ribbons are a cheaper alternative to crowns and headbands\, popular especially among the poorer classes."
"44566eb6-bca6-48a0-bae2-9ef94cc22d8b","Simple brigandine","Folded armour made up of a number of forged plates hammered side by side under a leather vest of good cowhide. A well-made brigandine has the individual plates folded so that they overlap slightly. Compared to a plate cuirass\, it is a little cheaper to make\, but still a very expensive part of a warrior's armour."
"44593169-7482-4293-80bc-01c3144e4fa2","Cooked beef","This is how you make meat dumplings. Finely chop your beef\, or better yet\, crush it in a mortar\, if you have one. Add the parsley\, egg and salt\, knead well and add some flour for thickening. Then artfully form the dumplings and fry them in lard."
"448d0ea2-c3b4-42ed-aadb-95bddecd206a","Turnau beer","Turnau beer is known far and wide for its light taste and fruity aroma. An expert will recognise the lower bitterness and fermentation."
"44999759-bf8b-4c1e-b935-84695ccc1d8e","Embroidered chaperon","A richly embroidered\, elegant headdress\, which is originally nothing more than an upside-down hood."
"449c9e92-2693-4329-a560-d62c2229bbc3","Mail hood with a coat of arms","A quilted hood with a collar and wide mail hood."
"44a1956d-a928-48f5-a8ce-0aa2fc15fcdf","Spearman Training I","A skill book on Polearm combat."
"44a58453-2950-d995-4ba6-a3b72efd5ba0","Simple hood","A hat is for show\, a hood is for the cold."
"44a65a44-426a-4a3d-9d41-3629a7be0e38","Executioner's sword","It whistles through the air\, one last attempt to scream\, and then silence forever."
"44ab51be-5e5d-446d-815a-4c46bc72d1dc","Adult's skull","A skull I dug up\, from a grave under the walls of Kuttenberg."
"44c97615-ab07-4c13-9545-78da299ebab0","Letter from an unknown noble","A short letter from an unknown Moravian nobleman."
"44e538cc-56f9-4027-a0ff-dbb96004d0e3","Simple hood","A hat is for show\, a hood is for the cold."
"44ecbd68-f083-46bc-be86-b917e9529bf2","Poacher's knife from Slatego","A poacher's knife found in the Slatejov forests. Evidence for the huntsman. A dog should be able to sniff out its owner."
"4529e983-fbeb-4c12-8279-ecc089f0ec3f","Miner hose","These aren't just any pants. These express their owner's affiliation with a respected craft and are therefore properly worn out from an honest work."
"4559650a-f8a5-4621-9e9f-6f47f23e9c88","Miner's hat","The festive miner's cap with sewn-on split brim\, decorated with a miner's patch\, is designed for special occasions."
"455c02d2-d6f3-43bf-a2ba-b0449b206022","Henry's Mintha perfume","Increases Charisma by 5 for 40 minutes. However\, if you use it in combination with another perfume\, it decreases Charisma by 5."
"45796d27-524d-43e8-9c0d-8e44890756e8","Strong Lion Perfume","Increases Charisma by 7 for 5 minutes. However\, if you use it in combination with another perfume\, it decreases Charisma by 7."
"458860b0-1f35-451e-b7d9-92edfc81ef45","Nobleman's hat","A beautiful hat made of real rabbit fur\, lined with patterned fabric and decorated with a brooch with jay feathers\, deserves to be worn by none other than a nobleman."
"459ae318-ac5d-4de1-b34e-f6ce5ef6492c","Riding cuirass","Solid front plackart with a thin bar to prevent the tip of a polearm from slipping into the noble neck. The cuirass is made of tempered sheet metal to withstand the potential impact of a spear in a frontal collision of a knight's ride."
"45a8290d-4491-43bc-8d2e-c5962b94ed50","Hauberk long","A long\, chainmail shirt with sleeves covering the arms and forearms."
"45af22b4-22aa-49ee-bacb-a282c6ff605f","Innkeeper's shirt","Short linen tunic with linen apron."
"45b0f7d3-95bd-454a-805a-6a8a1b58d8e2","Bull pen key","The key to Arnoshtek's pen."
"45b6d780-23e1-4a89-a0b1-dbc234a7ce21","Merchant's coat","A simple merchant's coat with a flare and a wider skirt. It is intended to convey the traditional impression of the wearer's trustworthiness and wealth."
"45be2e1e-8f43-41e9-a2aa-e815d4e038de","Barrel chest key","Key to the chest with the explosive barrel."
"45ef8f46-f855-4f34-8f82-111ec78c8aa9","Broken shield","The remains of the shield. Good as firewood."
"45f81a96-0f3e-43b5-bafb-144d4cf9a6c8","Felt cap","A simple felt cap without a hem covers only the top of the head."
"45f9883e-73b1-429f-a127-34fbfd7084aa","Roe deer loin","A tasty and not too fatty piece. As with other game\, the best meat comes from younger animals. It is advisable to let it hang out for some time before butchering\, as there is still too much blood in a freshly killed animal\, which makes the meat unnecessarily tough."
"4608da9f-1525-417e-bfb6-47d0ea019969","Lords of Hradetz knight shield","A battle shield made of wooden planks joined glued together and covered with raw cowhide. Usually its outer side is decorated with the coat of arms of the lord or other symbol by which the warriors can recognize each other in the heat of battle."
"461381dc-2805-48be-b238-f54b35386da5","Burgher's hood","There's an unwritten rule. Burghers are not to play the nobleman and definitely prefer good worsted wool to brocade. But what of it? When you have money\, you have to show it\, don't you?"
"46169253-fca0-413e-b5b9-b1a9783c9288","Burgundian hat","A tall\, cylindrical hat\, also called a burgundian hat. The hem is decorated with a bird feather."
"463d834b-b36f-439b-8e84-da8d5459e04a","Work dress","An ordinary dress designed for daily wear in domestic and agricultural work. The apron is a typical accessory of a housewife or a maid."
"4658ee9c-1842-483b-afe2-3a2cc6325e8c","Hose loose","Only nomads and Hungarian horsemen wear such strangely frilled trousers wrapped tightly around their calves."
"466c01ab-e0e7-49b4-b27b-74111231fc74","A collection of somewhat bawdy poems","A book of titillating verses."
"4674bb81-bc45-4750-b436-bdc1501a414c","Travel dress","An ordinary dress intended for daily wear for peasant and poorer bourgeois women. Also ideal for travelling."
"468011bd-3f8b-4d56-ad94-20df49af6f93","Tachov maypole","A wreath from the top of the Tachov maypole. It was the pride of the whole village up until recently\, but now I have it. I reckon it'll be used as decoration in Olbram's cottage soon enough."
"46879403-d210-48eb-ac0a-109d79a489d2","Colorful festive dress","A colourful dress is typical for dancers and troubadours. But wearing them is seen by many as an eccentricity and a blatant warning against decadence."
"468d5b94-e33c-49e4-b77d-18402efa5bb4","Broken shield","The remains of the shield. Good as firewood."
"469034fe-952c-47a4-b6df-d7be3651f438","Barnabas' ring","A silver ring from Captain Barnabas."
"46920fd0-cc38-41dd-bcfb-958b134ee717","Gartered hose","A long hose are a staple of men's clothing\, but garters are worn only by the nobility\, wealthy bourgeoisie or various freedmen. Nothing for the common peasant."
"46981958-4f04-42ed-b545-bc7564112d38","Milanese brigandine","Composite armour according to an Italian tradition. It is actually a fake plate cuirass sewn into cow leather. Its arched belly disperses blows better than ordinary lamellae. The armour is also fitted with a wide skirt at the bottom\, so that it covers the knight's groin."
"469fdbf9-4e6a-4ab6-b52b-b7ffb4241aa8","Italian chalice","A golden chalice gifted to the vineyard by one Pippo Spano of Ozora."
"46a665ee-279e-4cbe-90f0-cec851d86543","Clove","Rare eastern spice from the Silk Road for delicious sauces."
