id,name,params,description
"7619b2ea-3d11-49b0-b001-3e69283555b8","quest_prepadeniVlasskehoDvora_alliesBoost","strength*1.5\,agility*1.5\,vitality*1.5\,fencing*1.5\,defense*1.5\,weapon_sword*1.5\,heavy_weapons*1.5\,weapon_large*1.5\,weapon_unarmed*1.5\,marksmanship*1.5",
"761f5b41-5e11-44a3-bcca-815cf4ddbd2e","horse_moraleDebuff_heardGunFire","mor-0.2",
"77273b1c-a974-4512-b59e-017b19788f54","nonpersitent_tough_guy","hlh*0.33",
"7747812b-253d-42fd-bd7a-0e50b65e6b27","near_level_barrier","LimitSprint\,rms*0.4",
"7750688b-21f7-4ab2-a89d-f975cc4ce277","Tortured","strength*0.5\,agility*0.5\,vitality*0.5\,srg*0.5","You were tortured at Trosky\, and as a result your Strength\, Agility and Vitality are reduced."
"77f9e797-3bca-4bbe-871b-b83b587d6b92","stomach_pain",,
"78dab124-7126-493c-b651-66258042570f","item_caparison","courage+5\,agility-5\,strength-5",
"78dc0d01-337e-47f5-b7b5-14b25d9b251f","Hunger",,"You're hungry.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;Your stamina is decreased and eventually you will start losing health."
"79cffcfa-2769-4424-aad2-181b08bf9aed","HC perk Haemophilia","ibi*0.5",
"79efdca6-1992-44df-ada4-9c2ae1710bf1","Testing Buff","charisma+20",
"7a0f4cea-6033-4d91-81ac-657d30eedad6","theresa_hardcore","speech-2",
"7a61a139-4ae5-49e1-9b7f-31b72ff2e1e6","permanent_corpse","pmc+1",
"7a7f5bdf-2b9d-4d84-9290-e09d3ce8d3d8","test_bane_visual",,
"7d411bf8-42de-4ef4-bebf-abe704af601f","deer_doe_easyKill_permanent","hlh=40\,slh=100\, ble*5",
"7d6a30e4-c6fe-470f-b8c9-f8b226ee44cf","combatTutorial_preventDamage","hlh=0\,slh*0.01",
"7e252c71-5e41-472c-ad32-f223a664faab","Hangover",,"You have a splitting headache and a feeling of great regret.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;A hangover reduces your Strength\, Agility\, Vitality\, Speech and Charisma and makes you more conspicuous. The degree of these negative effects depends on how much you drank\, and how long the hangover lasts is determined by your Drinking skill - the more experienced you are\, the shorter the hangover. It will dissipate eventually or can be cured with a Marigold Decoction or Hair o' the Dog potion."
"7ead0083-026d-4567-80b3-68ac82693b77","resistent_fella","hlh=0\,slh*0.01",
"7ead0083-026d-4567-80b3-68ac82693b78","quest_utokNebakov_noDamage","hlh=0\,slh=0",
"7f0e2530-abc9-4800-8ae1-5db8a9aa86b1","unconscious_alcohol","vision=0\,hearing=0\,srg=0\,coc=0",
"7fa46759-36ce-49e3-8a37-99081c07ca05","percept_combat","prb>5",
"7ffc7b0d-ca9f-46f6-9fe4-bf0187f898a7","meat_vit_exp_test","xvi*2",
"819df34d-1c14-44b7-b02c-d2f5f13aeb2c","Reduced Morale","strength*0.8\,agility*0.8\,vitality*0.8\,fencing*0.8\,defense*0.8\,weapon_sword*0.8\,heavy_weapons*0.8\,weapon_large*0.8\,weapon_unarmed*0.8\,marksmanship*0.8","Your morale is lowered. Your enemies' superior numbers seem insurmountable."
"81b4a2f5-914f-4778-b4ee-40fa0f24d375","boost_str_agi_marksmanship","strength+15\,agility+15\,marksmanship+15",
"81d476d4-3c68-40cf-8c85-b62a4102cb76","morale_context",,
"82dfb051-bd76-4681-abc1-185350e09eac","prepadeni_perfectBlockForCapon","fencing-11\,defense+30",
"82fd15ef-4117-4094-88d9-ca15f7fe033e","fasttravel","ors*3\,vision+4",
"8371d6b9-aecf-4b40-a0eb-84ed6ede3fd6","hladAZmar_horseMoraleDebuff","mor=0",
"83ef27f9-4ce2-4894-bd42-d2cc61a6f758","injured_tag_persistent",,
"844445e2-300b-4750-9cf4-a1f5c0e1beef","autotest_max_might","mgt=30",
"8448dd2a-2f0f-45e6-ab54-e14c517f12eb","vigilant_nonAlerted","vision*1.65\, hearing*1.33",
"8544ebca-1e30-400c-b31c-2a1839f1cab8","Poison","health-150/t","You've been poisoned."
"85aca9c5-ec41-400d-a563-53df7b2399e8","immortality","imm=1",
"8607dd71-e4b1-4234-a4d3-532c9e2504c1","Disgraced","charisma-2\,con+0.2\,plr+1","You were put in the pillory for your crimes. Being publicly humiliated will have an effect on your reputation. You will temporarily be more noticeable and less charismatic.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;&lt;p&gt;Your Charisma is temporarily decreased by 2.&lt;/p&gt;&lt;p&gt;Your Conspicuousness is temporarily increased by 10.&lt;/p&gt;"
"87b33bd6-c3bc-4974-8c34-01fd14ad7a36","quest_utokNebakov_blur_long",,
"87dede4e-88e1-4cca-95de-545d0523d5fd","limited_combat","dsl=0\,cos=0\,pbs*2\,cag=1",
"88a11846-ffe2-49f0-b88b-1980a6e3791e","HC perk Claustrophobic","wat*0.85",
"88e6cb97-af82-4b75-8d4f-388246cd7489","carrying_load",,
"8938ac5f-35d3-44dc-8251-97df7570b672","item_halberd","LimitSprint",
"89739dbc-fb20-4a28-8b70-986ab9b5f79a","player_immortalityOnly_nonPersistent","imm=1",
"8a4eec60-a667-4921-806f-05e3592c2de2","temporary_immortality_onMercy","imm=1",
"8a5dd3a2-04e1-4ce7-8833-9252b410662b","item_shield","pbs+0.3",
"8a9b72c9-5591-418c-83dd-3b87b785d4c4","battle_accuracy_debuff","was*10",
"8af7dac3-3cfd-4a0e-aa7f-58db4311660d","deafness","hearing=0",
"8c8a9c48-db38-4914-8e41-5a435c9b1dac","HC perk Tapeworm","dig*1.5",
"8e56612f-30b7-447c-b331-c7e4be807717","remove_all",,
"8e87a286-712b-49b9-82eb-f47805ec5d08","Test buff x",,"In-house test xx"
"8e9cb93a-eb5f-4846-be2c-2c7010872704","vip_attackprot_remove","apr-1\,kopr-1\,skpr-1",
"9155cc2e-0af1-449b-acf2-58379c0e6115","vip_attackprot_persistent","apr+1\,kopr+1\,skpr+1",
"91fe879a-2881-426b-984c-0f49b551a76f","quest_zbranePanaSemina_seminDuel","fencing*0.6\,defense*0.6\,strength*0.6\,agility*0.6\,srg*0.8",
"943bb91d-52a2-42e9-bbd5-66cf48179224","overread",,
"945430c5-be04-4f3c-bb83-7951e7e13996","mute_cutscene","mut=1",
"950fcd4d-fbb5-449d-bdd3-f0895da89168","caffeine",,
"95afeef3-bfe4-4697-801e-ff92671f8110","autotest_healing","health+60/s",
"972b0d5a-6fab-4e28-b59c-a3697f7c05c3","jail_recovery_theresa","speech*0.6",
"973a0f71-595d-48ca-91d2-d770951fd5d6","quest_prepadeniVlasskehoDvora_bohutaDrunkenness_nonpersistent","fpd+0.25",
"97746824-30b5-4b8a-8168-8f218bf2661d","test_stealth_kill_success","skp=1",
"97828156-42a0-40e2-b772-7c328d2ead98","vip_unconprot_remove_persistent","upr=0",
"988fef54-920a-44a7-b771-2caa66a0219a","Really Slow Movement","rms=0.2",
"98d2764a-bdbf-473f-903a-1209813d2e15","player_immortality","imm=1\,upr=1",
"98e072dc-43be-472d-a8b5-a8e9a024bbe2","zranenyLovci_pullDownProtection","pdp=0",
"999b783c-90ff-4054-bb5a-9f4f9b1da7cb","vip_stealprot_remove","ppr=0",
"9a2d3b9d-cdd9-4113-aeeb-764e12b3ba86","test_encumber","caw+20",
"9b281555-f071-4a9c-aedc-41b5015ee702","after_sleep",,
"9b308d86-b3c5-4b85-b6fc-c1a4c4af2abf","on_washed",,
"9be2617e-61e0-4a0c-976b-1dbb216bef15","reading","vision=0\,hearing*0.22",
"9c5eb897-0432-4b41-8fbd-2607d0629b44","low_health",,
"9d1be500-79ee-4b31-8a38-6d91f5b64b4e","boost_agility_big_nonpersistent","agility+10",
"9ff367d5-0b08-4020-8428-9ab08290d031","Time Well Spent","strength+1\,agility+1\,vitality+1\,deb+1","You've had some sweet moments which no one can take away from you. You feel refreshed and invigorated.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;Your Strength\, Agility and Vitality are temporarily increased by 1."
"a047a33e-4715-41c1-977f-1a5f454e30e7","Lion Perfume Effect","charisma+4;charisma-7","Increases Charisma by 4. However\, if you use it in combination with another perfume\, it decreases Charisma by 7."
"a05916dd-634b-4c11-81b6-6dc8e4bd52cd","quest_kejkliri_drunkLuteCrusher","fpd+0.6",
"a2088337-e015-4c28-8ab2-043f6925c087","bleeding_protection","hin=0",
"a2261902-5204-4e9d-b15e-b3b8d8495f40","melee_hit_debuff","rms*0.1",
"a2604dae-292b-44cf-be15-e7d1ef5ef0fa","autotest_min_dread","drd=0",
"a3dd717a-5b53-41de-b417-53e0798d10a7","quest_noDirt","cds=0\,drt=0",
"a40f5d6c-ef6e-456b-bfef-cb0f5d26ac6a","vezniNaTroskach_drunkSoldiers","hearing*0.75\,vision*0.75",
"a40fff68-9051-48af-a599-54f3667a3065","Stench of the Plague","vitality-1","You dug up a plague pit and now you don't feel very well. Hopefully you didn't catch anything."
"a5e4791a-f5a6-403e-9161-5b8a22966751","oversleep",,
"a679d85a-dbad-4607-8982-1e1a11a6d2eb","quest_sermiri_arne_debuff","agility=20\,vitality=20\,strength=20\,defense=20\,weapon_sword=20\,fencing=20",
"a8b03550-5e68-417a-9d10-2064b289a7e5","jail","dig*0\,exh*0\,jrm*0\,health+100/s",
"a933d97c-698c-41cf-a935-e0fb687d7970","test_boost_charisma","charisma+5",
"aa483616-9328-4e86-8b43-76ddfa559cf7","zranenyLovci_onTree","ors=-1",
"aa59e6c0-9233-4aab-8a6f-c1c02bd17924","Needs","strength-8\,agility-8\,vitality-8\,srg*0.8","You're an alcoholic. Your Strength\, Speed and Vitality are reduced by 8 until you have a drink\, plus your Stamina is slower to recover. Long-term abstinence will cure you."
"aa8eb327-77c8-47c4-80a3-38bf70576dc4","Secret Herb","strength+2\,agility+2\,vitality+2\,deb+1","At Nebakov you got to know the healer Klara and decided to pass time while waiting for Capon by going for a stroll with her. After collecting some medicinal herbs\, you spent a few pleasant moments in a forest glade. You feel blissful and you will  for quite some time.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;Your Strength\, Agility and Vitality are temporarily increased by 2."
"aaba4c77-f834-4971-bcc4-ef444477c817","autotest_min_coerce","crc=0",
"ab827233-116c-4366-ab1f-704de01d628b","knockout_protection","kopr=1",
"ab97ed6c-e830-4fc6-a45a-261117cd5c85","very_tough_guy","hlh*0.13",
"abcdefab-ffff-ffff-ffff-aaffaaffaaff","mounted_player_buff",,
"ac563832-a5d6-427c-86c0-564c119c7948","test_turtle_skin","ade*1.2",
"ac6db9f1-254e-488a-9e45-759fd8cc7088","vip_unconprot_remove","upr=0",
"acae1f4d-f766-4ccb-b081-44bda51f779c","sharpening_pressure",,
"adddf52a-4c53-49e2-aa22-bd11ae452eca","crouch","vib-0.5\,fsm*0.3\,con-0.5\,noi*0.5",
"ae3d6454-5ae8-4662-9bea-deebebac82e8","test_wormwood_visual",,
"ae62df54-a5cc-4018-a4e1-247259b3fa6d","Good Appetite","dig*3\,exh*2\,vitality+10",
"aea172fe-0217-4c17-b37b-c029568b4e07","autotest_min_morale","mor=0",
"aeef8e78-896a-4106-ab2f-62bec1d98378","Food Poisoning",,"You've got food poisoning. Next time\, be more careful what you eat.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;Your Health gradually depletes along with your Strength\, Agility and Vitality in proportion to the degree of poisoning."
"af197e82-54c1-44e4-a21c-21e83a8c273e","simulatedKnockout","kko=1",
"b0247507-ca18-4277-a037-ee3a9274e625","test_bleeding","ble=1",
"b0b520e9-a85f-4698-ad8c-e46ea32d7d65","Weak Lion Perfume Effect","charisma+3;charisma-7","Increases Charisma by 3. However\, if you used in combination with another perfume\, it decreases Charisma by 7."
"b152dbb8-d883-4e67-acba-b89829542e3e","Released Prisoner","strength*0.6\,vitality*0.6\,agility*0.6","Your stay in jail has left you malnourished and in an overall weak condition. Your Strength\, Agility and Vitality are lowered. The longer you've been in jail\, the worse the penalties."
"b17748f4-da00-44ab-a5ff-d0081e8cd308","oblehaniSuchdole_augment_damage_received","hlh*4\,slh*4",
"b2a1ddda-26f3-436f-b902-1af34094e3c0","post_combat_protection","hlh=0\,slh*0.01",
"b2f86f72-b8f7-458f-9358-dd2ed7b01a9f","quest_utokNaNebakov_zizkaLowerStats","strength*0.3\,agility*0.3\,vitality*0.3\,defense*0.3\,weapon_sword*0.3",
"b4594a5d-7f5e-4317-93f0-8d850e3ac16d","Anti-alcohol Food.","apa=0.06","Anti-alcohol Food."
"b562abfc-2b45-45b7-824c-62fbd10dc123","Hangover",,"You have a splitting headache and a feeling of great regret.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;A hangover reduces your Strength\, Agility\, Vitality\, Speech and Charisma and makes you more conspicuous. The degree of these negative effects depends on how much you drank\, and how long the hangover lasts is determined by your Drinking skill - the more experienced you are\, the shorter the hangover. It will dissipate eventually or can be cured with a Marigold Decoction or Hair o' the Dog potion."
"b5e6123f-dcb3-4c7e-8096-5b584fbc87f6","mucirnaVypaleniSemina_resistent_victim","hlh=0\,slh=50",
"b6163c06-1ba8-4db5-859d-d58cfad9a3f9","horse_pulldown_protection","pdp=0",
"b6ab81fb-5c59-47ac-8ca1-a4f9a97f1828","Henry's Lion Effect","charisma+10;charisma-7","Increases Charisma by 10. However\, if you used in combination with another perfume\, it decreases Charisma by 7."
"b8175a93-aee3-4bd1-9cbe-de691c34cd1b","Beaten Like a Dog","strength*0.6\,agility*0.6\,vitality*0.6\,courage*0.6\,srg*0.6\,hlt*0.6\,bea+3","You were caned for your crimes\, leaving you injured and weakened.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;&lt;p&gt;Your Strength\, Agility and Vitality are temporarily reduced by 40%&lt;/p&gt;&lt;p&gt;Your Stamina regeneration rate is also temporarily reduced by 40%.&lt;/p&gt;"
"b8f6812f-fb42-475d-b630-72dcf2516877","Hangover",,"You have a splitting headache and a feeling of great regret.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;A hangover reduces your Strength\, Agility\, Vitality\, Speech and Charisma and makes you more conspicuous. The degree of these negative effects depends on how much you drank\, and how long the hangover lasts is determined by your Drinking skill - the more experienced you are\, the shorter the hangover. It will dissipate eventually or can be cured with a Marigold Decoction or Hair o' the Dog potion."
"b919d148-056c-41e4-10a8-127715b0e855","equipment_deterioration_reduction","edm=0.15\,wud=0",
"b9564fae-880a-4e44-9c29-61af452b8038","rutinaAVypad_battleGoodPairBuff","defense*1.2\,weapon_sword*1.1\,heavy_weapons*1.1\,weapon_large*1.1\,weapon_unarmed*1.1\,marksmanship*1.1\,hlh*0.9",
"b989d448-056c-4be4-b0a8-727775b0e855","test_drunkness_blackout","fpd+1",
"b9c82b6a-55f2-43dc-b481-8ce28a373a56","vip_lootprot_remove","ltp=0",
"b9f062d3-c06e-4698-90d4-e642e863337b","slow_movement","rms*0.95",
"bbe946c9-a6d6-4ba7-96e2-6a884bb66fe3","cutscene_stopTime","adm=0",
"bc2be2ea-c588-4c32-b155-d96c646cb689","roadside_corpse_npc_triggered","speech-1\,bad-1\,chr-1",
"bc753c63-6c91-4789-9d4a-9e3674759fa8","test_stamina_boost","srg*2\,src*0.5",
"bc7ec5a9-e0d5-4c38-a091-7779ca7241f8","Freshly Branded","grm*0.5\,sdn+1\,brn+0.5","&lt;p&gt;You've been branded for your crimes. Until your brand heals and people's memories fade\, you will be treated like an outcast.&lt;/p&gt;&lt;p&gt;The worst effects of the brand will pass with time or after you make a penitential pilgrimage.&lt;/p&gt;&lt;br/&gt;&lt;p&gt;Your positive reputation gain is temporarily reduced by 50%.&lt;/p&gt;&lt;p&gt;If you commit another serious crime\, you may be executed!&lt;/p&gt;"
"bd22f98a-e61f-4d83-b39c-79d1d85b6b91","remove_unconsciousness",,
"bee2ec16-7993-4c41-b94f-1ca3ad273c62","percept_prio_medium_boost","prb>5",
"bf1ed388-e1a5-4688-8563-05895e529e7a","autotest_stamina_boost_infinite","sdt+1000",
"c01b06d6-1003-43f6-a92d-1685d12b24c8","Tortured","strength*0.7\,agility*0.7\,vitality*0.7\,srg*0.75","You were tortured at Trosky\, and as a result your Strength\, Agility and Vitality are reduced."
"c1db1812-e3cf-4faa-a337-b34495f3b817","utokNaMalesov_certDuelDebuff","hlh*1.1\,wat*0.85",
"c207b0b5-1911-4975-8d53-45f962e80a21","prepadeni_nervousGuard","nrv+1000",
"c37ab134-a443-433f-92a9-51ff6f08999c","fasttravel_immortality","hlh=0",
"c3b0ab94-8e7a-4c96-ae74-53b919ffc052","poustevnik_excited_konrad","vision*1.5\,prb*1.5\,fov*1.2",
"c467caae-bce9-4bb8-bf57-4e7a5ba01b20","percept_prio_big_boost","prb>10",
"c46c670f-0d0a-4664-9df0-922ae5cd7d3f","percept_prio_small_boost","prb>1",
"c48e48e2-ae85-4429-9dd6-4fb94c388001","Injured Head","srg*0.75","Your head is injured. &lt;br/&gt;&amp;nbsp;&lt;br/&gt; Once the level of injury reaches 60%\, your stamina recovery will slow down by 25%. &lt;br/&gt;&amp;nbsp;&lt;br/&gt; You can heal your wound by renewing your health\, e.g. by sleep\, visiting a bathhouse or a imbibing a healing potion. On the contrary\, if the level of injury increases\, you risk bleeding."
"c4deabe7-4375-4114-82ff-3d0c04d86cb0","socky_drunkard_onehit_permanent","hlh=1000\,slh=1000",
"c502b267-8084-40b4-9cbd-ee76cf52b37a","sprint","fsm*2\,noi+0.1\,noi*1.5",
"c61da6da-01bc-4f55-8152-7165f46590b3","npc_drunkenness_nonpersistent","dru+1\,vision-1\,thievery-2",
"c75aa0db-65ca-44d7-9001-e4b6d38c6875","unconscious_permanent","vision=0\,hearing=0\,srg=0\,coc=0",
"c795a2ad-b1c0-44c8-93d8-bb1a9d39993d","mlynaruvUcen_stealthTakedownBuff","fencing+30",
"c7b61a3c-b619-4c7c-9857-8cc8c97f5676","kovar_tutorialInvisibility","ors=-1",
"c7c79394-cd16-4d86-a029-f8a5f6623f9d","death_protection","imm=1\,upr=1",
"c7e37c48-bd84-4838-9f96-a2025e15cded","test_negation","strength!20",
"c7f2c0f0-776a-43e3-a504-31870afc3710","Tiredness",,"You're exhausted. Your physical capabilities are hindered and you can't concentrate\, meaning your Speech is less persuasiave than usual. Your Charismas has also taken a hit. Eventually\, you will start fainting.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;Your Strength\, Agility\, Speech and Charismas are lowered based on your level of exhaustion."
"c8b0d038-a503-44cc-85a5-7f753a09eb6e","respec",,
"c9a62a45-b044-42a0-969e-1e77be655a5c","Beaten Like a Dog","strength*0.7\,agility*0.7\,vitality*0.7\,courage*0.7\,srg*0.7\,hlt*0.7\,bea+2","You were caned for your crimes\, leaving you injured and weakened.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;&lt;p&gt;Your Strength\, Agility and Vitality are temporarily reduced by 40%&lt;/p&gt;&lt;p&gt;Your Stamina regeneration rate is also temporarily reduced by 30%.&lt;/p&gt;"
"caf16a25-b138-46bf-b7d3-63f8b2e9bb91","Mintha Perfume Effect","charisma+2;charisma-5","Increases Charisma by 2. However\, if you're using another perfume\, decreases Charisma by 5."
"cbb45bf5-a8fa-4615-a9ea-fc72f517b87f","quest_cart_tag",,
"cbbedb16-8ab8-4583-b740-a0e8a2521d95","sleep","vision=0\,hearing=1\,sle=1",
"cc3a1a4a-ef7d-4a55-821b-dc2567d1290e","rutinaAVypad_healthLossBoost","hlh*2",
"ccc546e2-5a5f-428b-8c79-5d7953218180","Desire","strength-1\,vitality-1","You have an alcohol habit. Your strength and vitality decrease by 1 until you have a drink. Long-term abstinence will cure you."
"ccf87599-202c-49e0-ab36-baa62e5fa05b","tough_guy","hlh*0.75",
"cd5bad62-1eb0-0732-e62c-9118964ca626","quest_stealthMiseZaJindru_guard_inattentive","vision*0.65\, hearing*0.65",
"cd727cba-0507-4e97-bab9-ae4fe6d55d07","alcoholism","alc+1",
"ce3737db-b0a3-459d-8d47-d58695d58be3","Injured Right Arm","asp%0.8","Your right arm is injured. &lt;br/&gt;&amp;nbsp;&lt;br/&gt; Once the level of injury reaches 60% or more\, the speed of your attacks will reduce by 20%. &lt;br/&gt;&amp;nbsp;&lt;br/&gt; You can heal your wound by renewing your health\, e.g. by sleep\, visiting a bathhouse or a imbibing a healing potion. On the contrary\, if the level of injury increases\, you risk bleeding."
"cebe4d7b-d7fe-46e6-85d1-d62c8c9d16e6","autotest_min_charisma","charisma=0",
"cf787871-d151-43b7-a7c9-39acac116f0f","invisibility","vib=-10\,con=-10",
"cfe6b977-2c6c-40dc-9924-c8c9176a0070","HC perk Brittle bones","fdm*1.20",
"d096efbd-54cd-4ebd-b6e9-669802ec5f03","vip_lootprot","ltp+1",
"d37f94bd-5337-483e-8c53-45ac015c429f","standing_still_archery_boost","marksmanship+3",
"d38c9301-2b8a-45b1-a0b3-5fd11119a211","autotest_max_coerce","crc=30",
"d41d5f5f-caa1-4207-8a02-bc6f7f7b911f","quest_kumaniNaTrosecku_campDrinkingSecondPhase","fpd+0.95",
"d42c87f2-9b51-48e3-831e-9ad449a4f100","test_playBandageMyselfOnRepeat",,
"d46dfbbf-3f14-4477-b639-fd5508fc7dfc","autotest_max_morale","mor=1",
"d491b2d0-c2f8-4a20-9a9d-f11db82ca5db","autotest_max_impress","imp=30",
"d4969aad-6ac6-4940-b458-71e5348a1792","Cooked Blue Crayfish Effect","vitality+1\,xvi*1.1","The tender flesh of the blue crayfish has beneficial effects. You gain a +1 bonus and 10% more exp to Vitality."
"d4a4ffe8-f4a3-4abe-a784-784e27c2e37c","erik_duelBuff","hlh*0.8\,slh*0.8\,wat*1.16",
"d53e09a0-1b8a-43eb-8be3-673108ed2569","quest_fistfightsChampion_drinkingWithBarnabas_alcoholStartState","fpd+0.4",
"d5744c88-7cde-405f-811a-55fc502236b6","prepadeniVlasskehoDvora_alcoholDigestBooster","adm*3",
"d5996d8b-611d-4cc8-bfbd-7ab2c8884cf6","vip_stealprot","ppr+1",
"d61a0120-6087-4116-9645-2a3abe1f11fd","crime_interrupt_confronting","nrb+1\,res*2\,vision+5",
"d6707e6d-bd5f-4e09-ae0d-40dc65ba983e","quest_erik_forceDrunkenness0","fpd=0.0001",
"d81cbd73-3b9d-4fd7-b437-f2648b540202","test_e3_pickpocket_for_player","thievery+15",
"d8ef78c6-c535-4436-b9df-5d9e86e153ac","food_heal",,
"d9711484-b2cd-4982-ac1f-e44a7ce9b548","Beaten Like a Dog","strength*0.8\,agility*0.8\,vitality*0.8\,courage*0.8\,srg*0.8\,hlt*0.8\,bea+1","You were caned for your crimes\, leaving you injured and weakened.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;&lt;p&gt;Your Strength\, Agility and Vitality are temporarily reduced by 40%&lt;/p&gt;&lt;p&gt;Your Stamina regeneration rate is also temporarily reduced by 20%.&lt;/p&gt;"
"d9cfb9e0-7949-49e0-b6b5-b7cd6a51dd27","nonpersistent_very_tough_guy","hlh*0.13",
"daa26974-e5ce-41be-88cb-bbcef56e6452","Overloaded","LimitSprint\,Run-1\,Walk-0.1\,wac*2\,asp-0.5\,dsl*0.1;LimitRun","You're carrying too much. Your maximum speed is lowered. Offload some items into your horse's inventory\, or just drop them on the ground.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;You can't run and you walk slower.&lt;p&gt;In combat\, your attacks are and dodges are slower\, and attacks cost more stamina.&lt;/p&gt;&lt;p&gt;When you're overencumbered\, you can't Fast travel\, and you can't mount horses.&lt;/p&gt;"
"dbc47939-2de8-4c3e-add9-6875461a1877","disableDodger","atd=0",
"dc4be505-46d6-4ca4-857b-59cfa36adc2a","crime_instantRecognition","ors*11",
"dcbee361-3936-46d8-a06c-50d5b0c51265","quest_stealthMiseZaJindru_guard_visionBoost","vis+5",
"dcca27c8-0d73-4aa8-8464-c00a6be820f0","hladAZmar_sermonBattleBuff","fencing*1.2\,defense*1.2\,weapon_sword*1.1\,heavy_weapons*1.1\,weapon_large*1.1\,weapon_unarmed*1.1\,marksmanship*1.1",
"de68e56a-a74c-4447-874b-487b03c3fc6e","remove_all_posions",,
"dea88883-e54d-4946-b586-78975597752e","test_weapon_poison_deadly","LimitSprint\,health-100/t",
"decf1ab0-d222-4073-8e11-fb101b6b1eb6","hladAZmar_sermonBattleDebuff","fencing*0.8\,defense*0.8\,weapon_sword*0.9\,heavy_weapons*0.9\,weapon_large*0.9\,weapon_unarmed*0.9\,marksmanship*0.9",
"dfeb773e-6270-4ffa-92c7-09772a914dcb","quest_kumaniNaTrosecku_campDrinkingSecondPhaseNotSoDrunk_nonpersistent","fpd+0.6",
"e064e816-cc15-4e53-a036-cdf573421302","imba_combat_guy","hlh*0.13\,slh*0.13\,srg*5\,sco=0\,src=0\,health+10/s",
"e0efefa6-d79b-4cae-988c-b9fd5a78f575","combat_stamina",,
"e211967c-e1de-4041-a0ea-d48d99ddb62b","test_berserker_visual",,
"e2f2e0c7-b1d0-4ec5-8f1f-9f412f547f2d","item_horse_saddle","cap+200\,agility-5",
"e3453dfa-70f9-49dc-9c0c-8426a7c532c2","quest_budovaniLazni_drunkAfterParty","fpd=0.5",
"e3701f28-11f8-40fb-a026-2b90a9b939f8","svatba_roastedPigletAlcoholAntidote","apa=0.8\,adm=0.9",
"e3b8e7dc-0a1b-4e6c-a0ce-ffc1519c40ec","test_owl","owl+1",
"e4165c2f-39ff-4a0a-9133-c4f82fcd95ba","test_padfoot_visual",,
"e4b76425-4bc5-492a-9d5f-3575b4fab1be","fasttravel_invisibility","ors=-1",
"e5260d2e-430b-47c7-8503-a9b1a14cb500","event_chase_slower_debuff","rms*0.8",
"e5ff5b8f-c764-44d8-b156-a884233150e1","remove_drunkness_constant","dru=0",
"e6a5dc1c-ccf5-453f-bffc-3e874ac84165","autotest_max_dread","drd=30",
"e719142d-5438-4cc4-b640-6124b8c8869d","prepadeni_preventDamageDuringTrainingDuel","hlh*0",
"e737ed03-c53b-4535-b0b1-f701756c4b79","test_agi","agility+11\,vitality+5\,strength-5",
"e7952613-5660-419c-988d-ac973ed13c5d","crime_interrupt_searching","nrb+1\,res*2\,vision+5",
"e7afc162-6c81-4bac-84f5-fa06d236894f","setkaniVRatbori2_bohuta_alcoholDigestBooster","adm*2",
"e7e0eda4-a76c-49af-aa3e-43ccea14297c","remove_drunkness","dru=0",
"e8541aae-07e1-87ca-8cfd-a462a12a8080","quest_zikmunduvTabor_dedrunk","fpd=0.01",
"e855944d-493e-4a25-b77c-005dcdf503fe","Overeating","rst<0.8","You have gorged too much food and you feel sick. Your maximum Stamina is lowered."
"e860a7b2-dce1-4a77-a746-971ed8f537cf","instant_cure","health+200/t",
"e87bf450-36ae-4c37-a01c-1ff2a141cb83","Greater Attack","wat*2",
"e8ba6719-baba-48b2-9442-d737ef443148","god_mode","imm=1\,hlh=0\,slh=0\,sco=0\,src=0\,wac=0\,asp=1\,wat=100\,strength=100\,agility=100\,vitality=100\,defense=100\,fencing=100\,weapon_sword=100\,weapon_unarmed=100\,srg=100\,health+100/s",
"e8bb8423-3c1d-483d-9af7-6b27835216b5","Hangover",,"You have a splitting headache and a feeling of great regret.&lt;br/&gt;&amp;nbsp;&lt;br/&gt;A hangover reduces your Strength\, Agility\, Vitality\, Speech and Charisma and makes you more conspicuous. The degree of these negative effects depends on how much you drank\, and how long the hangover lasts is determined by your Drinking skill - the more experienced you are\, the shorter the hangover. It will dissipate eventually or can be cured with a Marigold Decoction or Hair o' the Dog potion."
"e928b585-1391-4cbd-84b2-4ed573263efa","player_remove_drunkness","fpd=0.0001",
"eab9a787-9460-4c90-96ec-8e69c4a82d8d","reading_regen",,
"eca9aa28-9c54-4af1-9fac-c10b439c5a8b","test_witch_visual",,
"ed59af7c-6d7e-4454-8ffb-f16935bf5130","not_immortal","imm=0",
